molecule_chembl_id,canonical_smiles,MW,LogP,NumHDonors,NumHAcceptors,bioactivity_class,pIC50
CHEMBL321605,CN(C)Cc1ccc(CSCCNc2cc(NN)c([N+](=O)[O-])cc2[N+](=O)[O-])o1,410.4560000000002,2.7885,3.0,10.0,active,7.119186407719209
CHEMBL106782,CCCNc1cc(NCCSCc2ccc(CN(C)C)o2)c([N+](=O)[O-])cc1[N+](=O)[O-],437.52200000000016,4.324800000000003,2.0,9.0,active,6.585026652029182
CHEMBL320291,CNc1cc(NCCSCc2ccc(CN(C)C)o2)c([N+](=O)[O-])cc1[N+](=O)[O-],409.4680000000002,3.544600000000002,2.0,9.0,active,6.795880017344075
CHEMBL85404,COc1ccc2c3c1OC1C[C@@H](O)C=C[C@@]31CC[N+](C)(C)C2,302.39400000000006,1.9949,1.0,3.0,active,6.301029995663981
CHEMBL245079,CC1=C[C@H]2Cc3[nH]c(=O)ccc3[C@]3(C1)NCCC[C@H]23,256.349,2.0921000000000003,2.0,2.0,active,7.522878745280337
CHEMBL106348,CN(C)CCNc1cc(NCCSCc2ccc(CN(C)C)o2)c([N+](=O)[O-])cc1[N+](=O)[O-],466.56400000000025,3.4764000000000026,2.0,10.0,active,6.2839966563652006
CHEMBL552832,Cl.O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccccc1,307.437,4.561700000000004,0.0,2.0,active,6.515700160653214
CHEMBL321808,CN(C)Cc1ccc(CSCCNc2nnccc2[N+](=O)[O-])o1,337.4050000000001,2.3847000000000005,1.0,8.0,active,6.327902142064283
CHEMBL314989,COc1cc2c(cc1OC)C(=O)C(CC1CC[N+](C)(Cc3ccccc3)CC1)C2,394.5350000000002,4.5057000000000045,0.0,3.0,active,7.602059991327962
CHEMBL106344,CN(C)Cc1ccc(CSCCNc2cc(NCc3ccccn3)c([N+](=O)[O-])cc2[N+](=O)[O-])o1,486.55400000000026,4.510000000000003,2.0,10.0,active,5.886056647693163
CHEMBL542297,Cc1nc2cc(C(=O)CCC3CCN(Cc4ccccc4)CC3)ccc2[nH]1.Cl,361.489,4.746420000000004,1.0,3.0,active,7.920818753952375
CHEMBL86031,C[N+]1(Cc2ccccc2)CCC(CCC(=O)c2ccc3c(c2)OCCO3)CC1,380.50800000000015,4.4775000000000045,0.0,3.0,active,7.0
CHEMBL316973,CN(C)Cc1ccc(CSCCNc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])o1,380.4260000000001,3.502900000000002,1.0,8.0,active,6.698970004336019
CHEMBL611808,CC1=CC2Cc3nc(O)ccc3C3(C1)C2CCCN3C,270.376,2.8466000000000014,1.0,3.0,inactive,4.0
CHEMBL148882,CC(c1cccc(OC(=O)N(C)C)c1)N(C)C,236.315,2.369600000000001,0.0,3.0,active,7.522878745280337
CHEMBL544636,C#CCNC1CCc2ccc(OC(=O)N(C)CC)cc21.Cl,272.348,2.347200000000001,1.0,3.0,inactive,4.327902142064283
