molecule_chembl_id,canonical_smiles,MW,LogP,NumHDonors,NumHAcceptors,bioactivity_class,pIC50
CHEMBL133897,CCOc1nn(-c2cccc(OCc3ccccc3)c2)c(=O)o1,312.32500000000005,2.8032000000000004,0.0,6.0,active,6.1249387366083
CHEMBL336398,O=C(N1CCCCC1)n1nc(-c2ccc(Cl)cc2)nc1SCC1CC1,376.9130000000002,4.554600000000004,0.0,5.0,active,7.0
CHEMBL130628,O=C(N1CCCCC1)n1nc(-c2ccc(Cl)cc2)nc1SCC(F)(F)F,404.8450000000001,4.706900000000003,0.0,5.0,active,6.522878745280337
CHEMBL130478,CSc1nc(-c2ccc(OC(F)(F)F)cc2)nn1C(=O)N(C)C,346.33400000000006,3.095300000000001,0.0,6.0,active,6.096910013008056
CHEMBL130112,CSc1nc(-c2ccc(C)cc2)nn1C(=O)N(C)c1ccccc1,338.43600000000004,4.079920000000002,0.0,5.0,active,5.619788758288394
CHEMBL130098,CSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N(C)C,296.783,2.850100000000001,0.0,5.0,active,7.0
CHEMBL337486,CCCCCCSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N1CCOCC1,408.95500000000027,4.571200000000005,0.0,6.0,inactive,4.301029995663981
CHEMBL336538,COc1ccc(-c2nc(SC)n(C(=O)N(C)C)n2)cc1,292.364,2.2053000000000003,0.0,6.0,active,6.096910013008056
CHEMBL131051,CSc1nc(-c2ccc(OC(F)(F)F)cc2)nn1C(=O)N(C)c1ccccc1,408.4050000000001,4.670100000000003,0.0,6.0,inactive,4.301029995663981
CHEMBL341437,CCSc1nc(-c2ccc(OC)cc2)nn1C(=O)N1CCOCC1,348.4280000000002,2.366,0.0,7.0,inactive,4.301029995663981
CHEMBL335033,CSc1nc(-c2ccc3ccccc3c2)nn1C(=O)N(C)C,312.3980000000001,3.3499000000000017,0.0,5.0,active,7.301029995663981
CHEMBL122983,C[C@H]1C(=O)N(C(=O)NCc2ccccc2)[C@@H]1Oc1ccc(C(=O)C(C)(C)C)cc1,394.4710000000002,4.008400000000004,1.0,4.0,inactive,4.0
CHEMBL338720,CSc1nc(-c2ccc(-c3ccccc3)cc2)nn1C(=O)N(C)C,338.4360000000001,3.8637000000000032,0.0,5.0,active,6.251811972993799
CHEMBL339995,CSc1nc(/C=C/c2ccccc2)nn1C(=O)N(C)C,288.37600000000003,2.700100000000001,0.0,5.0,active,8.0
CHEMBL131536,CSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N(C)c1ccccc1,358.85400000000004,4.424900000000004,0.0,5.0,active,5.853871964321762
CHEMBL106126,Cc1c(C(C)C)c(=O)on1C(=O)N1CCC[C@H](C)C1,266.34099999999995,2.5731200000000003,0.0,4.0,inactive,4.769551078621726
CHEMBL334971,CCSc1nc(-c2ccc(OC)cc2)nn1C(=O)N(C)c1ccccc1,368.4620000000001,4.170200000000003,0.0,6.0,active,5.958607314841775
CHEMBL130666,CSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N1CCCCC1,336.8480000000002,3.774400000000002,0.0,5.0,active,7.585026652029182
CHEMBL134061,O=C(N1CCOCC1)n1nc(-c2ccc(Cl)cc2)nc1SCC(F)(F)F,406.81700000000006,3.553200000000002,0.0,6.0,inactive,4.301029995663981
CHEMBL133388,CSc1nc(-c2ccc(C)cc2)nn1C(=O)N(C)C,276.365,2.5051200000000007,0.0,5.0,active,6.096910013008056
CHEMBL130645,CSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N1CCOCC1,338.82000000000016,2.620700000000001,0.0,6.0,inactive,4.301029995663981
CHEMBL336524,CCSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N(C)C,310.81000000000006,3.240200000000001,0.0,5.0,active,7.251811972993799
CHEMBL336276,CCCCCCSc1nc(-c2ccc(C)cc2)nn1C(=O)N(C)C,346.5000000000001,4.455620000000004,0.0,5.0,active,6.698970004336019
CHEMBL334395,CCCSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N(C)C,324.8370000000001,3.6303000000000014,0.0,5.0,active,6.522878745280337
CHEMBL131320,Cc1ccc(-c2nc(SCC(F)(F)F)n(C(=O)N(C)C)n2)cc1,344.362,3.4376200000000017,0.0,5.0,active,6.698970004336019
CHEMBL339297,COc1nn(-c2ccc(NC(=O)c3ccc(C(C)(C)C)cc3)cc2)c(=O)o1,367.4050000000001,3.383900000000001,1.0,6.0,inactive,4.301029995663981
CHEMBL337714,CSc1nc(-c2ccc(C(F)(F)F)cc2)nn1C(=O)N(C)C,330.33500000000004,3.2155000000000022,0.0,5.0,active,6.301029995663981
CHEMBL122575,C[C@H]1C(=O)N(C(=O)NCc2ccccc2)[C@@H]1Oc1ccc(C(=O)O)cc1,354.3620000000001,2.4778,2.0,4.0,inactive,4.0
CHEMBL130704,CSc1nc(-c2ccc(C)cc2)nn1C(=O)N1CCOCC1,318.40200000000016,2.27572,0.0,6.0,inactive,4.301029995663981
CHEMBL46151,CCN(CC)CCS/C(=N\O)C(=O)c1ccc(OC)cc1,310.41900000000004,2.740600000000001,1.0,6.0,inactive,3.585026652029182
CHEMBL54126,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-],223.296,1.9437,0.0,2.0,active,7.657577319177793
CHEMBL297316,C[N+](C)(C)CCS/C(=N\O)C(=O)c1ccc(F)cc1.[Cl-],285.36400000000003,2.2355,1.0,4.0,inactive,3.0
CHEMBL65667,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCN4CCOCC4)ccc3N(C)[C@@H]12,388.51200000000017,1.8663999999999992,1.0,6.0,active,5.42021640338319
CHEMBL431519,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,486.7010000000004,4.597100000000005,1.0,6.0,active,7.397940008672037
CHEMBL296429,Cc1ccc(C(=O)/C(=N/O)SCC[N+](C)(C)C)cc1.[Cl-],281.401,2.404820000000001,1.0,4.0,inactive,3.0
CHEMBL154972,N#CC(C#N)=C1Nc2ccccc2N1CCNCc1ccc(CN2CCCCC2)o1,402.5020000000003,3.5459600000000027,2.0,7.0,active,7.136677139879544
CHEMBL152722,COc1cc(N)c(Cl)cc1C(=O)NCCNCc1ccc(CN(C)C)o1,380.8760000000002,2.1050000000000004,3.0,6.0,active,5.508638306165727
CHEMBL544022,CCN(CC)CCS/C(=N\O)C(=O)c1ccc(Cl)cc1.Cl,314.838,3.385400000000001,1.0,5.0,inactive,3.283996656365201
CHEMBL349127,CN1CCN(Cc2ccc(CNCCN3CCNC3=C(C#N)C#N)o2)CC1,369.4730000000001,0.2805600000000022,2.0,8.0,active,5.346787486224656
CHEMBL156659,Oc1nc2ccccc2n1CCNCc1ccc(CN2CCCCC2)o1,354.4540000000002,3.1106000000000016,2.0,6.0,active,5.920818753952375
CHEMBL45118,CC[N+](C)(CC)CCS/C(=N\O)C(=O)c1ccc(OC)cc1.[Cl-],325.45400000000006,2.885200000000001,1.0,5.0,inactive,3.0
CHEMBL542609,Cc1ccc(C(=O)/C(=N/O)SCCN(C)C)cc1.Cl,266.366,2.2602200000000003,1.0,5.0,inactive,3.0
CHEMBL155322,CC1CCCCN1Cc1ccc(CNCCN2CCNC2=C(C#N)C#N)o1,368.4850000000001,1.90756,2.0,7.0,active,6.267606240177032
CHEMBL154211,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCCC2)o1,354.4580000000002,1.519059999999999,2.0,7.0,active,7.522878745280337
CHEMBL1203537,CNC(NCCNCc1ccc(CN2CCCCC2)o1)=C(C#N)C#N.Cl,342.4470000000001,1.4228600000000002,3.0,7.0,active,6.080921907623926
CHEMBL86,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,299.8020000000001,2.0024,2.0,4.0,inactive,4.698970004336019
CHEMBL47375,COc1ccc(C(=O)/C(=N/O)SCC[N+](C)(C)C)cc1.[Cl-],297.4,2.105,1.0,5.0,inactive,3.0
CHEMBL542360,CN(C)CCS/C(=N\O)C(=O)c1ccc(Cl)cc1.Cl,286.784,2.605200000000001,1.0,5.0,inactive,3.0
CHEMBL345849,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCC(O)CC2)o1,370.45700000000016,0.4898599999999996,3.0,8.0,active,6.4089353929735005
CHEMBL154689,CN(C)Cc1ccc(CNCCN2CCNC2=C(C#N)C#N)o1,314.39300000000003,0.5947600000000013,2.0,7.0,active,6.4089353929735005
CHEMBL346733,CCN(C)Cc1ccc(CNCCN2CCNC2=C(C#N)C#N)o1,328.42,0.98486,2.0,7.0,active,6.366531544420414
CHEMBL416464,COc1ccc(C(=O)/C(=N/O)SCCN(C)C)cc1,282.36499999999995,1.9604,1.0,6.0,inactive,3.0
CHEMBL1203539,CCN(CC)Cc1ccc(CNCCN2CCNC2=C(C#N)C#N)o1.Cl,342.44700000000006,1.3749600000000006,2.0,7.0,active,6.221848749616356
CHEMBL347729,CN(C)Cc1ccc(CNCCN2CCN/C2=C\[N+](=O)[O-])o1,309.37,0.4116000000000016,2.0,7.0,active,5.698970004336019
CHEMBL296786,CC[N+](C)(CC)CCS/C(=N\O)C(=O)c1ccc(Cl)cc1.[Cl-],329.87300000000005,3.530000000000002,1.0,4.0,inactive,3.0
CHEMBL63173,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCN4CCOCC4)ccc3N(C)[C@@H]12,402.5390000000002,2.2565,1.0,6.0,inactive,4.6777807052660805
CHEMBL433041,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,359.5140000000002,4.114500000000003,1.0,4.0,active,6.537602002101044
CHEMBL292788,CN1CC[C@@]2(C)c3cc(OC(=O)NCCN4CCOCC4)ccc3N(C)[C@@H]12,374.4850000000001,1.4763000000000004,1.0,6.0,active,6.154901959985743
CHEMBL33051,NC(=O)c1cc[n+](COC[n+]2ccccc2/C=N/O)cc1.[Cl-].[Cl-],288.307,-0.1995999999999986,2.0,4.0,inactive,3.337242168318426
CHEMBL155392,CNC(NCCNCc1ccc(CN(C)C)o1)=C(C#N)C#N,302.38200000000006,0.4985600000000012,3.0,7.0,active,6.200659450546418
CHEMBL153311,CNC(NCCNCc1ccc(CN(C(C)C)C(C)C)o1)=C(C#N)C#N,358.4900000000002,2.0557600000000003,3.0,7.0,active,5.6777807052660805
CHEMBL543546,CC(C)N(CCS/C(=N\O)C(=O)c1ccc(Cl)cc1)C(C)C.Cl,342.89200000000005,4.1624000000000025,1.0,5.0,inactive,3.4814860601221125
CHEMBL1420,C[n+]1ccccc1C=NO,137.162,0.3191999999999999,1.0,2.0,inactive,3.4685210829577446
CHEMBL556172,CCN(CC)CCS/C(=N\O)C(=O)c1ccccc1.Cl,280.39300000000003,2.732000000000001,1.0,5.0,inactive,3.0
CHEMBL154263,CC1CCN(Cc2ccc(CNCCN3CCNC3=C(C#N)C#N)o2)CC1,368.4850000000001,1.76506,2.0,7.0,active,6.537602002101044
CHEMBL544669,CCN(CC)CCS/C(=N\O)C(=O)c1ccc(Br)cc1.Cl,359.289,3.494500000000002,1.0,5.0,inactive,3.677780705266081
CHEMBL155111,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCC2)o1,340.4310000000001,1.1289599999999989,2.0,7.0,active,7.096910013008056
CHEMBL1203534,Cl.N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CC=CCC2)o1,352.4420000000001,1.2950599999999992,2.0,7.0,active,7.022276394711152
CHEMBL541044,CN(C)CCS/C(=N\O)C(=O)c1ccc(Br)cc1.Cl,331.235,2.7143000000000006,1.0,5.0,inactive,3.1487416512809245
CHEMBL543779,CCN(CC)CCS/C(=N\O)C(=O)c1ccc(C#N)cc1.Cl,305.403,2.6036800000000007,1.0,6.0,inactive,3.744727494896694
CHEMBL155495,CNC(NCCNCc1ccc(COC)o1)=C(C#N)C#N,289.339,0.5833600000000008,3.0,7.0,inactive,4.698970004336019
CHEMBL64011,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,472.6740000000004,4.207000000000003,1.0,6.0,active,7.221848749616356
CHEMBL347539,CNC(NCCNCc1ccc(CN2CCCC2)o1)=C(C#N)C#N,328.4200000000001,1.0327600000000006,3.0,7.0,active,6.552841968657781
CHEMBL154433,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCOCC2)o1,356.4300000000002,0.3653600000000003,2.0,8.0,inactive,4.958607314841775
CHEMBL157208,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCSCC2)o1,372.49800000000016,1.0819599999999991,2.0,8.0,active,5.823908740944319
CHEMBL1790041,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,314.411,1.459,2.0,7.0,active,6.187086643357144
CHEMBL65356,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,430.59300000000025,3.036700000000001,1.0,6.0,active,6.031517051446065
CHEMBL154366,CC1CCCN(Cc2ccc(CNCCN3CCNC3=C(C#N)C#N)o2)C1,368.4850000000001,1.76506,2.0,7.0,active,6.431798275933005
CHEMBL153821,CC1CCCC(C)N1Cc1ccc(CNCCN2CCNC2=C(C#N)C#N)o1,382.51200000000017,2.29606,2.0,7.0,active,5.346787486224656
CHEMBL416644,CC[N+](C)(CC)CCS/C(=N\O)C(=O)c1ccc(F)cc1.[Cl-],313.418,3.0157000000000016,1.0,4.0,inactive,3.1426675035687315
CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,275.352,1.7739,1.0,4.0,active,7.522878745280337
CHEMBL303574,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,416.5660000000002,2.6466000000000003,1.0,6.0,active,5.119186407719209
CHEMBL65018,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,458.64700000000033,3.816900000000002,1.0,6.0,active,7.096910013008056
CHEMBL296277,CC[N+](C)(CC)CCS/C(=N\O)C(=O)c1ccc(C#N)cc1.[Cl-],320.43800000000005,2.7482800000000003,1.0,5.0,inactive,3.0
CHEMBL66309,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,444.6200000000003,3.426800000000002,1.0,6.0,active,6.42021640338319
CHEMBL1203535,COC1CCCN(Cc2ccc(CNCCN3CCNC3=C(C#N)C#N)o2)C1.Cl,384.4840000000002,1.143960000000001,2.0,8.0,active,5.481486060122113
CHEMBL296560,C[N+](C)(C)CCS/C(=N\O)C(=O)c1ccc(Br)cc1.[I-],346.27,2.858900000000001,1.0,4.0,inactive,3.0
CHEMBL152260,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCC(O)C2)o1,370.45700000000016,0.4898599999999996,3.0,8.0,active,6.431798275933005
CHEMBL154950,C/N=c1\c(O)c(O)\c1=N/CCNCc1ccc(CN2CCCCC2)o1,346.4310000000001,0.7732999999999994,3.0,7.0,active,5.031517051446065
CHEMBL296669,CN(C)CCCS/C(=N\O)C(=O)c1ccc(Br)cc1.O=C(O)C(=O)O,345.262,3.104400000000002,1.0,5.0,inactive,3.0
CHEMBL1203538,Cl.N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCCCC2)o1,368.4850000000002,1.9091599999999989,2.0,7.0,active,6.920818753952375
CHEMBL132133,NCCCCCCNCCSSCCNCCCCCCN,350.6420000000003,2.5851999999999995,4.0,6.0,inactive,1.0
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,198.26899999999992,2.695800000000001,1.0,2.0,inactive,1.0
CHEMBL59109,NC12CC(C(F)(F)F)=CC(Cc3nc(O)ccc31)/C2=C\C(F)(F)F,350.26200000000006,3.494600000000001,2.0,3.0,active,5.522878745280337
CHEMBL286990,C[n+]1ccn(COCC(C)(C)[N+](=O)[O-])c1/C=N/O.[Cl-],257.27,0.1501000000000001,1.0,6.0,inactive,4.97469413473523
CHEMBL294891,C/C=C1\C2C=C(C(F)(F)F)CC1(N)c1ccc(O)nc1C2,296.29200000000003,2.9522000000000004,2.0,3.0,active,6.3979400086720375
CHEMBL1255901,C/C=C1\[C@H]2C=C(C)C[C@@]1(N)c1ccc(=O)[nH]c1C2,242.322,1.9975,2.0,2.0,active,8.301029995663981
CHEMBL89011,Nc1c2c(nc3ccccc13)-c1ccccc1CO2,248.285,3.376400000000002,1.0,3.0,inactive,3.6108339156354674
CHEMBL748,C[n+]1ccccc1/C=N/O.[Cl-],137.162,0.3191999999999999,1.0,2.0,inactive,3.436518914605589
CHEMBL50608,Nc1cc(-c2ccccc2)nc2ccccc12,220.275,3.4840000000000018,1.0,2.0,inactive,4.940058111938045
CHEMBL29300,CN(CCn1cc[n+](C)c1/C=N/O)S(C)(=O)=O.[Cl-],261.327,-0.9878999999999978,1.0,5.0,active,5.167491087293763
CHEMBL27675,C[n+]1ccn(COCCS(C)(=O)=O)c1/C=N/O.[Cl-],262.311,-0.860599999999998,1.0,6.0,inactive,4.576754126063192
CHEMBL435373,CC1=CC2Cc3nc(O)ccc3C(N)(C1)/C2=C/C(F)(F)F,296.292,2.9522000000000004,2.0,3.0,active,5.698970004336019
CHEMBL60167,Nc1c2c(nc3ccccc13)-c1ccccc1C2,232.286,3.388200000000001,1.0,2.0,active,6.170053304058364
CHEMBL89012,Nc1c2c(nc3ccccc13)-c1ccccc1CC2,246.313,3.582600000000002,1.0,2.0,active,5.525783735923745
CHEMBL314800,Nc1c2c(nc3ccccc13)-c1ccccc1CS2,264.35299999999995,4.0897000000000014,1.0,3.0,inactive,4.730954290342377
CHEMBL553212,C[n+]1ccn(CCN2CCCC2)c1/C=N/O.[Cl-],223.3,0.2164999999999997,1.0,4.0,inactive,4.747146969020107
CHEMBL156630,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NCc3ccccc3)c(Br)c21,426.3140000000001,4.5945000000000045,1.0,4.0,active,5.377785977033705
CHEMBL315013,COc1cc2cc(C(=O)CC(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],454.6120000000002,4.909000000000005,1.0,5.0,active,6.6595558851598815
CHEMBL155754,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Cl)c21,305.76500000000004,2.915000000000001,1.0,4.0,active,6.638272163982407
CHEMBL87295,CCC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1.[Br-],370.4940000000001,4.431500000000004,0.0,4.0,active,5.590066876668706
CHEMBL82810,COc1cc2cc(C(=O)CCc3cc[n+](CC4CCC4)cc3)sc2cc1OC.[Br-],396.5320000000001,4.821600000000005,0.0,4.0,active,7.397940008672037
CHEMBL157182,C/N=C1/CCc2c1n(C)c1cc(Cl)c(OC(=O)NC)cc21,305.765,2.915000000000001,1.0,4.0,active,6.173925197299173
CHEMBL87128,CC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1.[Br-],356.46700000000004,4.041400000000003,0.0,4.0,active,6.552841968657781
CHEMBL160219,CNC(=O)Oc1ccc2c(c1)c1c(n2C)/C(=N\CCc2ccccc2)CC1,361.4450000000001,3.874500000000003,1.0,4.0,active,6.795880017344075
CHEMBL445916,CCCn1c2c(c3c(Br)c(OC(=O)NC)ccc31)CC/C2=N/CC,392.2970000000002,4.287200000000003,1.0,4.0,active,6.638272163982407
CHEMBL314502,COc1cc2cc(C(=O)CCC3CC[N+](C)(CC#N)CC3)sc2cc1OC.[Br-],387.5250000000001,4.261580000000004,0.0,5.0,active,6.0
CHEMBL87320,COCC[N+]1(C)CCC(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)CC1.[Br-],406.5680000000002,4.384400000000004,0.0,5.0,active,7.275724130399211
CHEMBL87280,COC(=O)c1ccc(C[n+]2ccc(CCC(=O)c3cc4cc(OC)c(OC)cc4s3)cc2)cc1,476.5740000000002,4.856400000000004,0.0,6.0,active,6.0
CHEMBL348607,CCCCNC(=O)Oc1ccc2c(c1Br)c1c(n2C)/C(=N\C)CC1,392.2970000000002,4.194400000000004,1.0,4.0,active,5.498940737782249
CHEMBL87373,COc1cc2cc(C(=O)CCc3cc[n+](CC4CC4)cc3)sc2cc1OC.[Br-],382.50500000000005,4.431500000000004,0.0,4.0,active,6.958607314841775
CHEMBL156931,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)cc21,271.32,2.2616000000000005,1.0,4.0,active,5.473660722610156
CHEMBL83005,COc1cc2cc(C(=O)CC3(O)CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],440.58500000000015,4.663000000000005,1.0,5.0,active,7.045757490560675
CHEMBL441632,COc1cc2cc(C(=O)CCc3cc[n+](C)cc3)sc2cc1OC.[Br-],342.44000000000005,3.558500000000002,0.0,4.0,active,6.045757490560675
CHEMBL87937,COCC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1,386.4930000000001,3.667900000000003,0.0,5.0,active,7.522878745280337
CHEMBL160836,CC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Br)c21,364.24300000000005,3.414200000000002,1.0,4.0,active,6.853871964321762
CHEMBL156861,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Br)c21,350.216,3.0241000000000016,1.0,4.0,active,6.7447274948966935
CHEMBL314766,COC(=O)C[N+]1(C)CCC(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)CC1.[Br-],420.5510000000002,3.911000000000002,0.0,6.0,active,7.267606240177032
CHEMBL155350,CC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Cl)c21,319.7920000000001,3.3051000000000013,1.0,4.0,active,6.795880017344075
CHEMBL155863,CCC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)cc21,299.374,3.041800000000001,1.0,4.0,active,5.4156687756324695
CHEMBL87980,C=CC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1.[Br-],368.47800000000007,4.207500000000003,0.0,4.0,active,6.267606240177032
CHEMBL87441,CCOCC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1,400.5200000000001,4.058000000000003,0.0,5.0,active,8.154901959985743
CHEMBL158946,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)N(C)C)c(Br)c21,364.24300000000005,3.3663000000000025,0.0,4.0,active,7.221848749616356
CHEMBL609440,COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccc([N+](=O)[O-])o4)cc3)sc2cc1OC.[Br-],453.49600000000015,4.571000000000005,0.0,7.0,active,8.346787486224656
CHEMBL350464,CC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)cc21,285.34700000000004,2.651700000000001,1.0,4.0,active,5.245651664288981
CHEMBL309667,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCNC1N2,247.298,1.4073999999999998,3.0,4.0,active,7.962573502059376
CHEMBL419470,C[C@@]12CCNC1Nc1ccc(OC(=O)Nc3ccccc3)cc12,309.369,3.3001000000000014,3.0,4.0,active,7.655607726314889
CHEMBL80221,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2Cc1ccccc1,351.45000000000005,3.3443000000000023,1.0,4.0,active,6.79317412396815
CHEMBL431844,Nc1c2c(nc3ccccc13)C1CCC2C1,210.28,3.181700000000002,1.0,2.0,active,7.501689446210399
CHEMBL80247,CN1c2ccc(OC(=O)Nc3ccccc3)cc2[C@]2(C)CCNC12,323.3960000000001,3.3244000000000016,2.0,4.0,active,7.860120913598763
CHEMBL418917,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3NC12,323.396,3.6423000000000014,2.0,4.0,active,7.38933983691012
CHEMBL77896,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(Cc3ccccc3)C1N2Cc1ccccc1,427.54800000000006,4.914700000000005,1.0,4.0,active,5.962573502059376
CHEMBL369661,Nc1c2c(nc3c(Cl)cccc13)CCCC2,232.714,3.349200000000001,1.0,2.0,active,7.161780778092374
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,379.50000000000017,4.361100000000004,0.0,4.0,active,8.63264407897398
CHEMBL74089,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCNC1N2C,261.325,1.4317,2.0,4.0,active,7.67778070526608
CHEMBL134057,Nc1c2c(nc3cccc(Cl)c13)CCCC2,232.7139999999999,3.349200000000001,1.0,2.0,active,8.0268721464003
CHEMBL76640,CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)C1N2C,275.352,1.7739,1.0,4.0,active,5.004803708402821
CHEMBL76241,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(Cc3ccccc3)C1N2C,351.45,3.3443000000000023,1.0,4.0,active,6.481486060122113
CHEMBL431784,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2,261.32499999999993,1.7496,2.0,4.0,active,7.246416941107094
CHEMBL51934,Nc1c2c(nc3ccccc13)CCCC2O,214.268,2.1867000000000005,2.0,3.0,active,6.785156151952302
CHEMBL352500,Nc1c2c(nc3cc(Cl)ccc13)C1CCC2C1,244.725,3.8351000000000015,1.0,2.0,active,8.346787486224656
CHEMBL292314,Nc1c2c(nc3cc(Cl)ccc13)CCCC2,232.714,3.349200000000001,1.0,2.0,active,8.744727494896694
CHEMBL355740,Nc1c2c(nc3c(Cl)cccc13)C1CCC2C1,244.725,3.8351000000000015,1.0,2.0,active,7.074172425375258
CHEMBL54727,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)C12,337.42300000000006,3.6666000000000025,1.0,4.0,active,7.619788758288394
CHEMBL75919,CN1CC[C@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)C12,337.42300000000006,3.6666000000000025,1.0,4.0,active,5.455931955649724
CHEMBL309351,C[C@]12CCNC1Nc1ccc(OC(=O)Nc3ccccc3)cc12,309.369,3.3001000000000014,3.0,4.0,active,6.636388020107856
CHEMBL75743,CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCNC1N2,247.298,1.4073999999999998,3.0,4.0,active,5.826813731587726
CHEMBL440497,CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(Cc3ccccc3)C1N2Cc1ccccc1,427.54800000000006,4.914700000000005,1.0,4.0,active,5.448550002027125
CHEMBL368196,Nc1c2c(nc3cccc(Cl)c13)C1CCC2C1,244.725,3.8351000000000015,1.0,2.0,active,7.374687549038326
CHEMBL62084,Nc1c2c(nc3ccc(Cl)cc13)CCCC2,232.7139999999999,3.349200000000001,1.0,2.0,active,6.129011186239425
CHEMBL172118,Nc1c2c(nc3ccc(Cl)cc13)C1CCC2C1,244.725,3.8351000000000015,1.0,2.0,active,5.958607314841775
CHEMBL1202875,Cl.Cl.O.c1ccc(CN2CCC(CCOc3ccc(-c4ccccc4)nn3)CC2)cc1,373.5000000000001,4.824700000000004,0.0,4.0,active,6.1487416512809245
CHEMBL436367,Nc1c2c(nc3c1CCCO3)CCCC2,204.273,1.8676,1.0,3.0,active,6.341988603342887
CHEMBL132365,COc1cccc2nc3c(c(N)c12)CCCC3,228.295,2.7044000000000006,1.0,3.0,active,6.211124884224583
CHEMBL3215535,Cl.Cl.c1ccc(CN2CCC(CCNc3ccc(-c4ccccc4)nn3)CC2)cc1,372.5160000000001,4.857800000000004,1.0,4.0,active,6.853871964321762
CHEMBL133520,Nc1c2c(nc3cccc(F)c13)OCCC2,218.2309999999999,2.2811000000000003,1.0,3.0,active,6.474955192963154
